Genome	12C16O_0h_100_P08_unf_init RPKM	12C16O_0h_100_P14_unf_init RPKM	12C16O_0h_100_P16_unf_init RPKM	12C16O_0h_50_P09_unf_init RPKM	12C16O_0h_50_P10_unf_init RPKM	12C16O_0h_50_P13_unf_init RPKM	12C16O_168h_100_P08_unf_init RPKM	12C16O_168h_100_P14_unf_init RPKM	12C16O_168h_100_P16_unf_init RPKM	12C16O_168h_50_P09_unf_init RPKM	12C16O_168h_50_P10_unf_init RPKM	12C16O_168h_50_P13_unf_init RPKM	12C16O_24h_100_P08_unf_init RPKM	12C16O_24h_100_P14_unf_init RPKM	12C16O_24h_100_P16_unf_init RPKM	12C16O_48h_100_P08_unf_init RPKM	12C16O_48h_100_P14_unf_init RPKM	12C16O_48h_100_P16_unf_init RPKM	12C16O_48h_50_P09_unf_init RPKM	12C16O_48h_50_P10_unf_init RPKM	12C16O_48h_50_P13_unf_init RPKM	12C16O_72h_100_P08_unf_init RPKM	12C16O_72h_100_P14_unf_init RPKM	12C16O_72h_100_P16_unf_init RPKM
12C16O_168h_100_P08_coass_bin.11	4.6354175	6.926898	4.70942	5.387414	6.8465977	7.1245704	3.1255443	4.4475827	2.6913896	2.8945036	4.261811	4.3576574	3.6257622	3.6233613	4.9132915	3.2021177	4.670899	3.0496452	3.3396788	4.9980106	5.1397953	3.2659361	4.586159	3.3321226
H1-16-all-fractions_metab_conc_94.Propionibacteriales_69_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_100_P08_coass_bin.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_P08_coass_bin.8	1.1569796	0	0.8690195	0	1.9309001	1.5394484	1.2199296	1.0622964	0.95389247	0	1.8238276	1.4590088	1.4816729	1.0962752	1.0366262	1.5884055	1.026314	1.0640559	0.9349638	2.2373106	1.5709718	1.5668685	1.1564004	1.0932215
12C16O_72h_100_P14_coass_bin.33	0	0	0	0	0	0	0	0	0	0.71935505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_conc_37.Actinobacteria_70_13	1.0156665	1.3614739	0.88689387	1.1311891	0	1.2655889	0	0.841229	0	0.73365605	0	0.796543	0.9306003	0	1.0162323	0.8735981	0.94653404	0	0.86312747	0	0.8391513	0.8150593	0.94230014	0
12C16O_48h_50_P10_coass_bin.10	0	0	0	0	0	0	0	0	1.0036557	0	0.90417135	1.1552837	0	0	0	0	0	0	0	0	0.8634381	0	0	0
12C16O_72h_100_P08_coass_bin.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_24h_100_P14_coass_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_metab_conc_105.Acidobacteria_57_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_50_P13_coass_bin.4	0	0	0	0	0.9919943	0	0	0	0	0	1.0269827	0.90925646	0	0	0	0	0	0.76027155	0	1.1759446	1.0275168	0	0	0.7379472
12C18O_168h_50_P10_coass_bin.6	2.2021909	3.087707	3.0420716	1.5314367	4.865322	5.5437083	1.6140212	2.408685	2.091831	1.0572153	3.2635267	3.7457268	2.024443	2.4942932	2.8162127	1.8325126	2.6057944	2.190744	1.2476885	4.0471797	4.3419514	1.8551536	2.7356393	2.3794613
12C16O_72h_100_P08_coass_bin.2	0	0	0	0	1.3431485	0	0	0	0	0	1.2507708	1.0608559	1.0186048	0	0	1.0914994	0	0	0	1.5305308	1.1486565	1.0729747	0	0
12C16O_72h_100_P16_coass_bin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P13_coass_bin.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_unf_bin.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_50_P10_coass_bin.12	1.5284934	0	1.3614033	1.8960184	1.916398	1.4095271	1.993477	1.9093189	1.6053804	1.9834723	2.078469	1.6765819	1.8689568	1.516751	2.102697	1.6735125	1.62247	1.4072572	1.6831967	1.9164618	1.5025826	1.6342018	1.73325	1.4439187
12C18O_168h_50_P13_coass_bin.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_63.Actinobacteria_69_71	1.8401495	2.3909566	1.7586476	2.2477443	0	1.9028671	1.3667799	1.5830866	0	1.3635192	0	1.0899745	1.6230608	1.4675959	1.8244488	1.439257	1.7180035	1.2494451	1.5154431	0	1.2225668	1.4699938	1.6478149	1.3278477
H1-18-all-fractions_conc_55.Burkholderiales_64_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_100_P08_coass_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_metab_maxbC_65.Verrucomicrobia_60_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_118.Mycobacterium_smegmatis_66_0	1.475454	1.757861	1.8178995	1.6246912	1.4494979	2.0396547	1.5563309	1.800678	1.9415004	1.6286088	1.33405	1.8725274	1.9831731	2.2130332	2.0017526	1.9013555	2.1526618	2.1835063	1.9209864	1.5969675	1.9459732	1.6801714	1.9069505	1.9674976
H3-16-all-fractions_metab_conc_87.Propionibacteriales_68_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_123.Actinobacteria_72_22	1.4538684	0	1.218997	1.6538758	0	0	0	0	0	0.98577136	0	0	0	0	0	0	0	0	1.1825552	0	0	0	0	0
12C16O_48h_100_P14_coass_bin.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P08_coass_bin.32	1.1771609	1.3512329	1.1752057	0	0	0	0	1.0530897	0	0	0	0	1.3759623	1.2524965	1.1612722	1.3191662	1.0932418	1.1190203	0	0	0	1.26621	1.1549598	1.0947506
12C18O_72h_100_P16_coass_bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_50_P09_coass_bin.21	3.161159	1.6720178	2.2802587	3.4614637	1.9046372	2.985648	3.3209083	3.0041113	2.3122602	3.2034693	1.6899358	2.6256726	3.6969597	2.417721	3.44782	3.8332846	3.4387214	2.5309365	3.6475527	2.0481296	2.841966	3.5078688	3.300039	2.334996
12C16O_24h_100_P16_coass_bin.18	1.0215945	0	1.0610394	1.0866683	0	1.1899228	1.0193822	1.0098239	0.9623115	0.90173715	0	0	1.149222	1.0501418	1.1682849	1.0950203	1.1049596	1.0326233	1.0110207	0	1.1108805	1.0523523	1.0170263	0.97893566
H1-18-all-fractions_metab_conc_57.Acidobacteria_55_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_P08_coass_bin.5	1.6520525	1.6454694	1.3550885	1.2412517	2.329359	2.3422499	2.1551685	1.8890119	1.8017515	1.8779906	2.569642	2.7426906	1.9121252	1.4365996	1.7127115	1.9091483	1.5833359	1.4861486	1.480489	2.66404	2.576158	1.9769694	1.7050139	1.4556059
12C16O_72h_100_P16_coass_bin.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62527
12C16O_48h_50_unf_bin.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-16-all-fractions_metab_12.Bacteria_57_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_P08_coass_bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P13_coass_bin.8	3.8802903	4.0568285	3.0618508	4.6691837	2.5418134	2.566294	2.0490308	1.8657768	1.6333045	2.6691217	1.4002829	1.5240433	2.7025874	2.018008	2.2607281	2.589292	2.4341133	1.9070361	3.25936	1.859906	1.7384487	2.4706337	1.9628453	2.1354995
H3-16-all-fractions_metab_76.Alphaproteobacteria_69_0	1.4970704	1.5892961	1.2843738	1.2242054	1.3496889	1.6627412	1.4728987	1.3741238	1.3037058	1.2936517	1.219911	1.5510359	1.90042	1.4686323	1.5743029	1.7977227	1.432515	1.3879004	1.4509265	1.4551799	1.6604877	1.6524572	1.502657	1.3201582
H3-18-all-fractions_metab_conc_70.Bacteria_59_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P09_coass_bin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_P14_coass_bin.30	2.6905968	3.5018408	3.5918427	2.4833782	4.211535	2.0962446	1.9223752	2.0302145	2.3787668	1.5910099	2.5569124	1.3618358	2.2701263	2.9980896	2.5855901	2.1264565	2.2277343	2.597563	1.7762303	3.0010974	1.3732003	1.9859668	2.245933	2.7387013
H2-16-all-fractions_metab_conc_42.Caulobacterales_70_17	0	0	0	0	0	0	2.7134764	2.1081862	3.1632068	2.7910101	2.0611143	2.952047	0	0	0	1.6747634	1.5046088	1.8793434	1.4799228	2.0489929	2.62034	2.047149	1.5374196	1.8755271
12C16O_24h_100_P16_coass_bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_unf_bin.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_31.Alphaproteobacteria_63_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_100_unf_bin.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_50_P13_coass_bin.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P09_coass_bin.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_metab_conc_2.Burkholderia_graminis_63_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P16_coass_bin.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_unf_bin.13	0	0	0.50837487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_unf_bin.10	1.6261023	1.3023943	1.6402018	1.7061484	2.821133	2.0225968	1.3310783	1.5974885	1.3084453	1.5182279	2.3093703	1.6249204	1.7312834	1.5809125	2.0434048	1.7039648	2.0008183	1.5301036	1.6840825	2.5364227	1.5963503	1.5814409	1.9928433	1.5499443
12C16O_168h_50_P13_coass_bin.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_unf_bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P09_coass_bin.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_0h_100_unf_bin.12	1.0593787	0	0.89406186	0.8708883	0	0	0.72592777	0	0	0.6443585	0	0	0.8576038	0	0	0.8224697	0	0	0.7354535	0	0	0.7559264	0	0
12C16O_24h_100_unf_bin.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_unf_bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_24h_100_P08_coass_bin.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_unf_bin.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17	0	0	0	0	1.2426115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P08_coass_bin.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P09_coass_bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_50_P09_coass_bin.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_108.Bacteria_69_11	0	1.1501282	0	0.8523554	0	0	0	0.9813118	0	0.7294196	0	0	0	0	0.953428	0	0.9640592	0	0.64035153	0	0	0	0.95359355	0
12C18O_72h_100_P14_coass_bin.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_32.Gemmatimonadetes_61_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P08_coass_bin.19	0.6568356	0	0.7848198	0.7186565	0	0	4.1896367	3.1464264	5.014124	4.7554746	2.1013596	3.1950402	1.4148376	1.72669	1.662458	2.3214417	2.2601051	2.8264081	2.6213598	2.2856612	2.4106681	2.9741607	2.2501092	2.994128
12C16O_168h_50_unf_bin.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-16-all-fractions_metab_conc_68.Ktedonobacter_racemifer_52_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-16-all-fractions_metab_conc_152.Gemmatimonadetes_60_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_72h_100_P16_coass_bin.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_P14_coass_bin.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_168h_100_P16_coass_bin.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_48h_100_P08_coass_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_48h_50_P10_coass_bin.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C18O_168h_100_P14_coass_bin.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_72h_100_P16_coass_bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_91.Actinobacteria_71_22	2.00814	2.8242223	1.8887515	2.4006374	0	1.8071208	1.4840331	1.7281483	1.1797478	1.4417893	0	1.050375	1.7563354	1.5838141	1.9512472	1.5505663	1.8402176	1.32507	1.628444	0	1.1829231	1.5932018	1.7726682	1.4361225
12C16O_0h_50_unf_bin.25	6.103079	4.613616	4.28863	6.907944	2.9104772	3.5603578	4.4484377	3.1564305	2.7508707	3.7938952	1.8937104	2.1285098	5.5027494	3.7377274	3.5616977	5.060415	3.3967493	3.1479466	4.708295	2.131787	2.3893318	4.8296947	3.1585784	3.3347409
12C18O_48h_100_P16_coass_bin.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12C16O_24h_100_P08_coass_bin.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-18-all-fractions_metab_conc_22.Proteobacteria_61_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1-18-all-fractions_conc_125.Pseudonocardiales_71_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
